,index,title,date,hazard,hazard_type,recall_class,audience,distribution,brand,company,product
3246,4055,Certain Sobeys brand ground beef may contain extraneous material,2012-03-02,Extraneous material,Extraneous Material,Class 3,Retail,Alberta,Certain Sobeys,Millwoods Common Sobeys,Certain sobeys
3247,4056,Glatt's brand Beef Frankfurters Jumbo BBQ may contain Listeria monocytogenes,2012-03-01,Listeria monocytogenes,Microbiological,Class 1,Retail,"Ontario, Quebec",Glatt's,71664220 6018416 Canada Inc. (Glatt's Kosher Meat Prods),Glatt's
3248,4057,Various ham products may contain Clostridium perfingens,2012-02-29,Clostridium perfingens,Microbiological,Class 2,Hotel/Restaurant/Institutional,Quebec,,Charcuterie La Tour Eiffel Inc,Clostridium perfingens
3249,4058,Certain T. Lauzon Ltée brand ground veal may contain E. coli O157:H7 bacteria,2012-02-29,E. coli o157:h7,Microbiological,Class 1,Hotel/Restaurant/Institutional,Ontario,Certain T. Lauzon Ltée,T. Lauzon Ltée,Certain t. lauzon ltée
3250,4059,Certain Chef Georges Maître Charcutier brand Homestyle Cooked Ham are being recalled due to a microbiological issue,2012-02-27,A microbiological issue,Microbiological,Class 3,Retail,Quebec,Certain Chef Georges Maître Charcutier,Charcuterie La Tour Eiffel Inc,Homestyle cooked ham are being
3251,4061,Certain refrigerated cold smoked sockeye salmon trim products may contain Listeria monocytogenes,2012-02-25,Listeria monocytogenes,Microbiological,Class 1,Retail,British Columbia,,"Whole Foods Market Canada, Inc., Granville Island Seafoods Ltd., The Daily Catch Seafood Company",Listeria monocytogenes
3252,4060,Certain Country Morning brand beef burger product may contain E. coli O157:H7 bacteria,2012-02-25,E. coli o157:h7,Microbiological,Class 1,Retail,"Alberta, British Columbia, Manitoba, Northwest Territories, Nunavut, Ontario, Saskatchewan, Yukon",Certain Country Morning,New Food Classics,Certain country morning
3253,4064,Certain AA Meat brand tripe is being recalled,2012-02-24,,Other,Class 1,Hotel/Restaurant/Institutional,"Alberta, British Columbia, Saskatchewan",Certain AA Meat,Multi National Foods,Tripe is being
3254,4062,Certain Grillhouse brand beef burger products may contain E. coli O157:H7 bacteria,2012-02-24,E. coli o157:h7,Microbiological,Class 1,Hotel/Restaurant/Institutional,Nationally,Certain Grillhouse,New Food Classics,Certain grillhouse
3255,4063,Certain Lin's Farm brand Honey Products may contain sulfonamide antibiotic drug residue,2012-02-24,Sulfonamide antibiotic drug residue,Allergen,Class 1,Retail,Ontario,Certain Lin's Farm,Israel's Judacia Centre,Certain lin's farm
3256,4065,"Undeclared milk, egg, and wheat in Veggie Favour brand products",2012-02-22,"Milk, egg, , wheat",Allergen,Class 2,Retail,British Columbia,"Undeclared milk, egg, and wheat in Veggie Favour",Veggie Favour Food Store,"Undeclared milk, egg, and wheat in veggie favour"
3257,4066,Certain Country Morning brand beef burgers and No Name club pack beef steakettes may contain E. coli 0157:H7 bacteria,2012-02-22,E. coli o157:h7,Microbiological,Class 1,Retail,Nationally,Certain Country Morning,"Alberta, British Columbia, Manitoba, Northwest Territories, Nunavut, Ontario, Saskatchewan, Yukon",Certain country morning
3258,4068,Certain Tour Eiffel brand Parisian Cooked Ham may contain dangerous bacteria or parasites,2012-02-20,Dangerous bacteria,Microbiological,Class 2,Retail,Quebec,Certain Tour Eiffel,Charcuterie La Tour Eiffel Inc,Certain tour eiffel
3259,4071,Certain Lin's Farm brand honey products may contain sulfonamide antibiotic drug residue,2012-02-17,Sulfonamide antibiotic drug residue,Allergen,Class 1,Retail,Ontario,Certain Lin's Farm,Israel's Judacia Centre,Certain lin's farm
3260,4072,Undeclared milk in certain Sweets From The Earth brand cakes,2012-02-17,Milk,Allergen,Class 1,Retail,"Alberta, British Columbia, Ontario, Quebec",Undeclared milk in certain Sweets From The Earth,Ilana Robyn FoodsLtd.,Undeclared milk in certain sweets from the earth
3261,4073,Undeclared milk in certain Sweets From The Earth brand Carrot Cakes,2012-02-16,Milk,Allergen,Class 1,Retail,"Ontario, Quebec",Undeclared milk in certain Sweets From The Earth,Ilana Robyn FoodsLtd.,Undeclared milk in certain sweets from the earth
3262,4074,Certain Bégin brand Frozen Pepperoni may contain extraneous material,2012-02-14,Extraneous material,Extraneous Material,Class 3,Hotel/Restaurant/Institutional,Quebec,Certain Bégin,Les Viandes Cds Inc.,Certain bégin
3263,4076,Bunches of fenugreek leaves may be contaminated with the toxic weed Senecio vulgaris,2012-02-11,,Chemical,Class 2,Retail,"Alberta, British Columbia",,Fruiticana Produce Inc.,
3264,4075,Costco is recalling certain Milk Fed Veal Cubes due to extraneous material,2012-02-11,Extraneous material,Extraneous Material,Class 2,Retail,"Ontario, Quebec",,Costco Wholesale Canada Inc.,To extraneous material
3265,4077,Undeclared milk in Cosine brand Instant Pudding Powder,2012-02-10,Milk,Allergen,Class 2,Retail,Ontario,Undeclared milk in Cosine,Chuang's Co. Ltd.,Undeclared milk in cosine
3266,4078,Undeclared milk in certain Sweets From The Earth brand Cakes,2012-02-10,Milk,Allergen,Class 1,Retail,"Alberta, British Columbia, Ontario, Quebec",Undeclared milk in certain Sweets From The Earth,Ilana Robyn FoodsLtd.,Undeclared milk in certain sweets from the earth
3267,4079,Undeclared soy in certain Capital Packer's brand Beer Sausage,2012-02-10,Soy,Allergen,Class 3,Retail,Nationally,Undeclared soy in certain Capital Packer's,Capital Packers Inc.,Undeclared soy in certain capital packer's
3268,4080,Undeclared egg in various Safoco brand macaroni,2012-02-10,Egg,Allergen,Class 2,Retail,"British Columbia, Manitoba",Undeclared egg in various Safoco,Phoenix Trading International,Undeclared egg in various safoco
3269,4082,Undeclared milk in certain Canadian Hazelnut brand dark chocolate products,2012-02-09,Milk,Allergen,Class 1,Retail,British Columbia,Undeclared milk in certain Canadian Hazelnut,Canadian Hazelnut Inc.,Undeclared milk in certain canadian hazelnut
3270,4083,"Undeclared egg, milk and wheat in certain Bin Bin brand Spicy Snow Rice Crackers",2012-02-07,"Egg, milk , wheat",Allergen,Class 1,Retail,Nationally,"Undeclared egg, milk and wheat in certain Bin Bin",Fair Trading Co. Ltd.,"Undeclared egg, milk and wheat in certain bin bin"
3271,4084,Certain Vignoble Gagliano Vineyards brand Red Wine is being recalled due to chemical residues,2012-02-06,Chemical residues,Chemical,Class 3,Retail,Quebec,Certain Vignoble Gagliano Vineyards,Société des Alcools Du Québec,Red wine is being
3272,4085,"Certain finely ground beef sold from New Middleast Supermarket, 1755 Bank street, Ottawa, Ontario may contain E. coli 0157:H7 bacteria",2012-02-06,E. coli o157:h7,Microbiological,Class 1,Retail,Ontario,,New Middleeast Supermarket,E. coli 0157:h7 bacteria
3273,4088,Undeclared wheat in Veggie Favour brand Veggie Large Shrimp Style Soy Product,2012-02-04,Wheat,Allergen,Class 3,Retail,British Columbia,Undeclared wheat in Veggie Favour,Veggie Favour Food Store,Undeclared wheat in veggie favour
3274,4089,"Certain dry sausage sold at Livno Meats retail store in Hornby, Ontario may contain Salmonella bacteria",2012-02-04,Salmonella,Microbiological,Class 2,Retail,Ontario,,Livno Meats,Salmonella bacteria
3275,4087,Certain Milford Bay Smoked Trout Fillet may contain Listeria monocytogenes,2012-02-04,Listeria monocytogenes,Microbiological,Class 1,Retail,Ontario,,Milford Bay Trout Farm Inc.,Listeria monocytogenes
3276,4091,Undeclared peanuts in Mic's brand Sesame Brown Rice Wafer,2012-02-03,Peanuts,Allergen,Class 1,Retail,"British Columbia, Ontario",Undeclared peanuts in Mic's,Kuo Hua Trading CompanyLtd.,Undeclared peanuts in mic's
3277,4092,6968,2012-02-03,,Allergen,Class 3,Retail,Ontario,,Inter-Fret Importers,
3278,4093,Certain Alkanater brand Tahina may contain Salmonella bacteria,2012-02-01,Salmonella,Microbiological,Class 2,Retail,Nationally,Certain Alkanater,Groupe Phoenicia Inc.,Certain alkanater
3279,4095,Undeclared hazelnut and possibly other tree nuts in Original Gourmet brand Passion Cookies,2012-01-30,"Hazelnut , possibly other tree nuts",Allergen,Class 1,Retail,Nationally,Undeclared hazelnut and possibly other tree nuts in Original Gourmet,Walmart Canada Corp.,Undeclared hazelnut and possibly other tree nuts in original gourmet
3280,4096,Undeclared egg in certain Bin Bin brand Rice Cracker,2012-01-30,Egg,Allergen,Class 1,Retail,Nationally,Undeclared egg in certain Bin Bin,"Fair Trading Co. Ltd., Canda Six Fortune Enterprise Co. Ltd.",Undeclared egg in certain bin bin
3281,4097,"Undeclared soy, milk and wheat in certain JB's brand marinade",2012-01-30,"Soy, milk , wheat",Allergen,Class 3,Retail,Saskatchewan,"Undeclared soy, milk and wheat in certain JB's",JB's Sausage Making Supplies Ltd.,"Undeclared soy, milk and wheat in certain jb's"
3282,4098,Undeclared sulphites in certain Nutrafruit brand Plum Butter,2012-01-27,Sulphites,Allergen,Class 3,Retail,Ontario,Undeclared sulphites in certain Nutrafruit,Eurotrade Import-Export,Undeclared sulphites in certain nutrafruit
3283,4099,Undeclared milk and wheat in Jelly Belly Christmas Deluxe Mix,2012-01-27,"Milk , wheat",Allergen,Class 1,Retail,Nationally,,Winners Merchants International L.P.,Jelly belly christmas deluxe mix
3284,4100,Pinnacle Foods Group LLC Issues Allergy Alert on undeclared soy protein in Aunt Jemima® Frozen Pancakes,2012-01-27,Pinnacle foods group llc issues allergy alert on un soy protein,Allergen,Class 1,Retail,Nationally,,Pinnacle Foods Canada Corporation,In aunt jemima® frozen pancakes
3285,4101,Undeclared egg in certain Bin Bin brand Snow Rice Crackers,2012-01-27,Egg,Allergen,Class 1,Retail,Nationally,Undeclared egg in certain Bin Bin,Canda Six Fortune Enterprise Co. Ltd.,Undeclared egg in certain bin bin
3286,4102,Certain Neilson Trutaste 2% Microfiltered Partly Skimmed Milk may contain a cleaning solution,2012-01-26,A cleaning solution,Chemical,Class 2,Retail,"Ontario, Quebec",,Saputo Inc.,A cleaning solution
3287,4103,Undeclared egg in certain Rainbow Trout Pastries,2012-01-25,Egg,Allergen,Class 1,Retail,Quebec,,Ferme Piscicole des Bobines Inc.,Rainbow trout pastries
3288,4104,Certain Kraft brand Kraft Dinner may contain the allergen Tartrazine,2012-01-24,tartrazine,Allergen,Class 3,Retail,Nationally,Certain Kraft,Kraft Canada Inc.,Certain kraft
3289,4105,Certain Co-op brand Lean Ground Beef Ground from Canadian Trim may contain extraneous material,2012-01-24,Extraneous material,Extraneous Material,Class 3,Retail,Alberta,Certain Co-op,New Horizon Co-Operative Ltd.,Certain co-op
3290,4106,Undeclared allergens in various baked goods,2012-01-20,Allergens,Allergen,Class 1,Retail,Ontario,,Le Boulangerie Solly Inc.,Various baked goods
3291,4107,Undeclared tree nuts in Earthly Goodness brand Golden Apple Nut Free Organic Bar,2012-01-20,Tree nuts,Allergen,Class 3,Retail,Ontario,Undeclared tree nuts in Earthly Goodness,Earthly Goodness,Undeclared tree nuts in earthly goodness
3292,4108,Rancidity detected in President's Choice Organics Infant Cereal,2012-01-18,Quality/Spoilage,Chemical,Class 2,Retail,Nationally,,Loblaw Companies Limited,President's choice organics infant cereal
3293,4109,Undeclared milk in Tasty and Tasty Enterprises brand flavoured powders,2012-01-18,Milk,Allergen,Class 2,Hotel/Restaurant/Institutional,Ontario,Undeclared milk in Tasty and Tasty Enterprises,Tasty Enterprises,Undeclared milk in tasty and tasty enterprises
3294,4111,Undeclared tree nuts in House of Brussels Chocolates brand Hedgehogs,2012-01-13,Tree nuts,Allergen,Class 2,Retail,Nationally,Undeclared tree nuts in House of Brussels Chocolates,Dynamic Chocolates Inc.,Undeclared tree nuts in house of brussels chocolates
3295,4112,Undeclared sulphites in certain Kingo brand KG Sliced Mushroom,2012-01-13,Sulphites,Allergen,Class 3,Retail,"Alberta, British Columbia, Ontario",Undeclared sulphites in certain Kingo,T&T Supermarket Inc.,Undeclared sulphites in certain kingo
3296,4113,Undeclared milk in certain Whole Foods Market Dairy Free bakery products,2012-01-11,Milk,Allergen,Class 2,Retail,Ontario,,"Whole Foods Market Canada, Inc.",Whole foods market dairy free bakery products
3297,4114,Certain Viandes Giroux Inc. brand ground beef may contain E. coli O157:H7 bacteria,2012-01-11,E. coli o157:h7,Microbiological,Class 1,Hotel/Restaurant/Institutional,Quebec,Certain Viandes Giroux Inc.,Viandes Giroux Inc.,Certain viandes giroux inc.
3298,4115,Pantry Shelf brand Sliced Water Chestnuts are recalled due to a microbiological issue,2012-01-11,A microbiological issue,Microbiological,Class 3,Retail,"Ontario, Quebec",Pantry Shelf,Pantry Shelf Food Corp.,Sliced water chestnuts are
3299,4116,Certain Safie's brand Sweet Pickled Beets may contain pieces of glass,2011-12-30,Glass,Extraneous Material,Class 2,Retail,"Alberta, British Columbia, Manitoba, Saskatchewan",Certain Safie's,Costco Wholesale Canada Inc.,Certain safie's
3300,4117,Certain Talley's brand New Zealand Mussels In The Half Shell may contain E. coli,2011-12-29,E. coli,Microbiological,Class 3,Retail,Ontario,Certain Talley's,Zian Trading Company Ltd.,Certain talley's
3301,4119,Certain fresh serrano peppers may contain Salmonella bacteria,2011-12-21,Salmonella,Microbiological,Class 2,Retail,"Alberta, British Columbia, Manitoba, Northwest Territories, Ontario, Saskatchewan, Yukon",,Canada Safeway Ltd.,Salmonella bacteria
3302,4120,Undeclared sulphites in various MD brand products,2011-12-20,Sulphites,Allergen,Class 3,Retail,"Alberta, British Columbia, Ontario, Quebec",Undeclared sulphites in various MD,Uruthira Brothers Ltd.,Undeclared sulphites in various md
3303,4121,Certain fresh jalapeno peppers may contain Salmonella bacteria,2011-12-20,Salmonella,Microbiological,Class 2,Retail,"Alberta, British Columbia, Manitoba, Northwest Territories, Ontario, Saskatchewan, Yukon",,"Canada Safeway Ltd., Loblaw Companies Limited",Salmonella bacteria
3304,4122,Certain Minos brand Honey is being recalled due to chemical residues,2011-12-20,Chemical residues,Chemical,Class 2,Retail and Hotel/Restaurant/Institutional,"Alberta, Ontario, Quebec",Certain Minos,Groupe Alimentaire Miron,Honey is being
3305,4123,Certain Levesque Tradition brand Natural Smoked Ham is being recalled due to a labelling issue,2011-12-19,Labelling,Labelling,Class 3,Retail and Hotel/Restaurant/Institutional,"Alberta, Manitoba, Nunavut, Ontario, Quebec, Saskatchewan",Certain Levesque Tradition,Salaison Levesque Inc.,Natural smoked ham is being
3306,4124,Undeclared wheat in Thai Top Choice brand Instant Beef Flavor Paste,2011-12-19,Wheat,Allergen,Class 3,Retail,Ontario,Undeclared wheat in Thai Top Choice,Choy Foong International Trading Co. Ltd.,Undeclared wheat in thai top choice
3307,4125,Undeclared sesame in Slow Taste brand tofu,2011-12-19,Sesame,Allergen,Class 3,Retail,Ontario,Undeclared sesame in Slow Taste,Choy Foong International Trading Co. Ltd.,Undeclared sesame in slow taste
3308,4126,Certain Maple Crisp Orchards brand apple cider may contain the toxin Patulin,2011-12-19,toxin patulin,Chemical,Class 3,Retail,Ontario,Certain Maple Crisp Orchards,Maple Crisp Orchards Maple Products,Certain maple crisp orchards
3309,4127,Certain cheese and dairy products produced by EST. 1874 may contain Listeria monocytogenes,2011-12-17,Listeria monocytogenes,Microbiological,Class 1,Retail,"Ontario, Quebec",,3903052 Canada Inc.,Listeria monocytogenes
3310,4128,Undeclared sulphites in various mushrooms,2011-12-16,Sulphites,Allergen,Class 3,Retail,"Alberta, British Columbia, Manitoba, New Brunswick, Nova Scotia, Ontario, Quebec",,Nishimoto Trading Co. Ltd.,Various mushrooms
3311,4129,Certain Euromax Foods brand vacuum packaged smoked fish products may contain dangerous bacteria,2011-12-16,Dangerous bacteria,Microbiological,Class 1,Retail,Ontario,Certain Euromax Foods,Euromax Foods,Certain euromax foods
3312,4131,Undeclared egg in certain Table Talk brand Chicken Noodle Soup Mix,2011-12-15,Egg,Allergen,Class 2,Retail,Nationally,Undeclared egg in certain Table Talk,Associated Brands,Undeclared egg in certain table talk
3313,4132,Undeclared fish and shrimp in certain Nonghyup Arumchan and Nonghyup Suncheon brand Kimchi products,2011-12-15,"Fish , shrimp",Allergen,Class 1,Retail,Ontario,Undeclared fish and shrimp in certain Nonghyup Arumchan and Nonghyup Suncheon,Korea Food Trading,Undeclared fish and shrimp in certain nonghyup arumchan and nonghyup suncheon
3314,4130,Undeclared sesame and sulphites in Xiangxiangzui brand Dried Bean Curd (instant dried tofu),2011-12-15,"Sesame , sulphites",Allergen,Class 3,Retail,Ontario,Undeclared sesame and sulphites in Xiangxiangzui,Kam Wah Resources Co. Ltd.,Undeclared sesame and sulphites in xiangxiangzui
3315,4134,Certain sparkling wine may contain pieces of glass,2011-12-12,Glass,Extraneous Material,Class 2,Retail,Ontario,,Vincor International Inc.,Pieces of glass
3316,4135,Certain Bos brand refrigerated vacuum packed smoked fish products without best before dates may contain dangerous bacteria,2011-12-12,Dangerous bacteria,Microbiological,Class 1,Retail,Ontario,Certain Bos,Bos Smokes Fish Inc.,Certain bos
3317,4136,Certain Sliced Mushrooms may contain Listeria monocytogenes,2011-12-10,Listeria monocytogenes,Microbiological,Class 1,Retail,Ontario,,Greenwood Mushroom Farm,Listeria monocytogenes
3318,4137,Undeclared egg in certain Get Fresh brand Veggie Tray,2011-12-10,Egg,Allergen,Class 3,Retail,"Alberta, Manitoba, Saskatchewan",Undeclared egg in certain Get Fresh,Fresh Direct Foods (2010) Ltd.,Undeclared egg in certain get fresh
3319,4138,Certain Bos brand Herring Fillets may contain dangerous bacteria,2011-12-10,Dangerous bacteria,Microbiological,Class 1,Retail,Ontario,Certain Bos,Ramaker's Imports,Certain bos
3320,4139,Certain Fontaine Santé brand salads may contain Listeria monocytogenes,2011-12-10,Listeria monocytogenes,Microbiological,Class 1,Retail,"Ontario, Quebec",Certain Fontaine Santé,Aliments Fontaine Santé Inc.,Certain fontaine santé
3321,4140,"Certain Berthelet brand Tex-Mex Salad Dressing, Dip And Marinade is being recalled due to a microbiological issue",2011-12-09,A microbiological issue,Microbiological,Class 3,Retail,Quebec,Certain Berthelet,Les Produits Alimentaires Berthelet Inc.,"Tex-mex salad dressing, dip and marinade is being"
3322,4141,Various brand cheese products may contain pieces of glass,2011-12-09,Glass,Extraneous Material,Class 2,Retail,Nationally,Various,Parmalat Canada Inc.,Various
3323,4143,Undeclared sulphites in certain Private Stock Chef Robert brand mustard,2011-12-06,Sulphites,Allergen,Class 3,Retail,Ontario,Undeclared sulphites in certain Private Stock Chef Robert,Private Stock Sauce Company,Undeclared sulphites in certain private stock chef robert
3324,4144,Undeclared peanut in certain Kawartha brand ice cream,2011-12-06,Peanut,Allergen,Class 2,Retail,Ontario,Undeclared peanut in certain Kawartha,Kawartha Dairy Ltd.,Undeclared peanut in certain kawartha
3325,4145,Certain National brand Blackcurrant Jam are being recalled due to chemical additives,2011-12-05,Chemical additives,Chemical,Class 3,Retail,"Alberta, British Columbia, Ontario",Certain National,Pak National Foods Ltd.,Blackcurrant jam are being
3326,4146,Certain Ocean Spray brand dried cranberries may contain extraneous material,2011-12-02,Extraneous material,Extraneous Material,Class 2,Warehouse,British Columbia,Certain Ocean Spray,Golden Boy Foods,Certain ocean spray
3327,4147,Tropik Splash brand Lemonade may contain harmful glass fragments,2011-12-02,Glass,Extraneous Material,Class 1,Retail,Nationally,Tropik Splash,Propack Foods Inc.,Tropik splash
3328,4148,Certain Fontaine Santé brand 'Sal-Couscous Royale' (Royal Couscous Salad) may contain Listeria monocytogenes,2011-12-01,Listeria monocytogenes,Microbiological,Class 1,Retail,"Ontario, Quebec",Certain Fontaine Santé,Aliments Fontaine Santé Inc.,Certain fontaine santé
3329,4149,Undeclared gluten in certain Irresistibles Gluten-Free brand products,2011-11-29,Gluten,Allergen,Class 2,Retail,"Ontario, Quebec",Undeclared gluten in certain Irresistibles Gluten-Free,Metro Ontario Inc.,Undeclared gluten in certain irresistibles gluten-free
3330,4150,Milford Bay Trout Farm Inc. Smoked Trout Filet may contain dangerous bacteria,2011-11-27,Dangerous bacteria,Microbiological,Class 1,Retail,Ontario,,Milford Bay Trout Farm Inc.,Dangerous bacteria
3331,4151,Certain Domaine de l'Oulivie brand Lucque Olives de Pays may contain dangerous bacteria,2011-11-25,Dangerous bacteria,Microbiological,Class 1,Retail,Quebec,Certain Domaine de l'Oulivie,Marché Transatlantique Inc.,Certain domaine de l'oulivie
3332,4152,Certain Aquafuchsia brand alfalfa sprouts are being recalled due to a microbiological issue,2011-11-25,A microbiological issue,Microbiological,Class 3,Retail,"Ontario, Quebec",Certain Aquafuchsia,Les Aliments Aquafuchsia,Alfalfa sprouts are being
3333,4154,Certain Woody’s brand Alcoholic Beverages may contain harmful glass fragments,2011-11-24,Glass,Extraneous Material,Class 1,Retail,Manitoba,Certain Woody’s,"Manitoba Liquor Control Commission, Yukon Liquor Corporation, Nova Scotia Liquor Corporation, PEI Liquor Control Commission, NFLDLiquor Corporation, British Columbia Liquor Distribution Branch, Alberta Gaming and Liquor Commission, New Brunswick Liquor Corporation",Certain woody’s
3334,4155,Certain Matperud Apiary Inc. brand Wildflower Honey is being recalled due to chemical residues,2011-11-24,Chemical residues,Chemical,Class 2,Retail,Ontario,Certain Matperud Apiary Inc.,Matperud Apiary Inc.,Wildflower honey is being
3335,4160,Certain cheese products produced by Est. 1874 may contain Listeria monocytogenes,2011-11-22,Listeria monocytogenes,Microbiological,Class 1,Retail,"Ontario, Quebec",,3903052 Canada Inc.,Listeria monocytogenes
3336,4161,Various brand products may contain Listeria,2011-11-22,Listeria monocytogenes,Microbiological,Class 1,Retail and Hotel/Restaurant/Institutional,"Alberta, Ontario, Quebec",Various,3903052 Canada Inc.,Various
3337,4162,Certain Richardson's Farm Market brand Pasteurized Apple Cider may contain Salmonella bacteria,2011-11-18,Salmonella,Microbiological,Class 2,Retail,Ontario,Certain Richardson's Farm Market,Richardson Farms,Certain richardson's farm market
3338,4163,Undeclared egg and milk in certain Get Fresh brand Veggie Cups,2011-11-18,"Egg , milk",Allergen,Class 2,Retail,Alberta,Undeclared egg and milk in certain Get Fresh,Fresh Direct Foods (2010) Ltd.,Undeclared egg and milk in certain get fresh
3339,4164,LCBO recalls 10 alcoholic vodka beverage products,2011-11-17,,Extraneous Material,Class 1,Retail,Ontario,,Liquor Control Board Of Ontario,
3340,4165,Certain Ginger Beef Choice brand ready-to-eat products may contain Listeria monocytogenes,2011-11-16,Listeria monocytogenes,Microbiological,Class 1,Retail,"Alberta, British Columbia, Manitoba, Ontario, Saskatchewan",Certain Ginger Beef Choice,Ginger Beef Choice Ltd.,Certain ginger beef choice
3341,4166,Certain GINGER BEEF CHOICE brand READY-TO-EAT SPECIAL COMBO may contain Listeria monocytogenes,2011-11-16,Listeria monocytogenes,Microbiological,Class 1,Retail,"Alberta, British Columbia, Manitoba, Saskatchewan",Certain GINGER BEEF CHOICE,Ginger Beef Choice Ltd.,Certain ginger beef choice
3342,4167,Undeclared soy in certain Cream of Wheat brand Hot Cereal (3 Minutes Cook Time),2011-11-14,Soy,Allergen,Class 3,Retail,Nationally,Undeclared soy in certain Cream of Wheat,C.B. Powell Limited,Undeclared soy in certain cream of wheat
3343,4168,Certain Fromagerie Marie Kadé brand cheese may contain Listeria,2011-11-14,Listeria monocytogenes,Microbiological,Class 1,"Hotel/Restaurant/Institutional, Hotel/Restaurant/Institutional","Quebec, Quebec",Certain Fromagerie Marie Kadé,3903052 Canada Inc.,Certain fromagerie marie kadé
3344,4169,Certain Deschamps brand and Fromagerie Marie Kadé brand cheeses may contain Listeria monocytogenes,2011-11-11,Listeria monocytogenes,Microbiological,Class 1,Retail,"Ontario, Quebec",Certain Deschamps,3903052 Canada Inc.,Certain deschamps
3345,4170,Certain Woody's brand Mexican Lime Alcoholic Vodka Beverage may contain pieces of glass,2011-11-10,Glass,Extraneous Material,Class 1,Retail,British Columbia,Certain Woody's,British Columbia Liquor Distribution Branch,Certain woody's
3346,4173,Certain Dan-D-Organic brand 100% Organic Pitted Prunes are being recalled due to a microbiological issue,2011-11-09,A microbiological issue,Microbiological,Class 3,"Retail, Retail","Ontario, Ontario",Certain Dan-D-Organic,Dan-D-Foods Ltd.,100% organic pitted prunes are being
3347,4175,Undeclared milk in certain Lamontagne brand chocolate products,2011-11-09,Milk,Allergen,Class 2,Retail,Nationally,Undeclared milk in certain Lamontagne,Chocolate Lamontange Inc.,Undeclared milk in certain lamontagne
3348,4174,Woody's brand Mexican Lime Alcoholic Vodka Beverage may contain harmful glass fragments,2011-11-09,Glass,Extraneous Material,Class 1,Retail,Ontario,Woody's,"Liquor Control Board Of Ontario, Nova Scotia Liquor Corporation, New Brunswick Liquor Corporation, Alberta Gaming and Liquor Commission",Woody's
3349,4172,Undeclared sulphites in certain Siprus and Fruit Farm brand products,2011-11-09,Sulphites,Allergen,Class 3,Retail,Quebec,Undeclared sulphites in certain Siprus and Fruit Farm,Siprus Foods Inc.,Undeclared sulphites in certain siprus and fruit farm
3350,4176,Undeclared milk in certain Bumble Bar brand Organic Energy Bars,2011-11-08,Milk,Allergen,Class 2,Retail,"Alberta, British Columbia, Yukon",Undeclared milk in certain Bumble Bar,Horizon Distributors Ltd.,Undeclared milk in certain bumble bar
3351,4180,Certain raw mussels harvested in British Columbia may contain paralytic shellfish toxin,2011-11-08,Marine Biotoxin,Marine Biotoxin,Class 1,Retail,British Columbia,,Sawmill Creek Shellfish Company Ltd.,Paralytic shellfish toxin
3352,4181,Undeclared milk in certain Amul brand products,2011-11-08,Milk,Allergen,Class 3,Retail,Ontario,Undeclared milk in certain Amul,Tropical Impex,Undeclared milk in certain amul
3353,4185,Certain Sawmill Bay brand Aquacultured Gallo Mussels may contain Marine Biotoxin,2011-11-07,Marine Biotoxin,Marine Biotoxin,Class 1,Hotel/Restaurant/Institutional,British Columbia,Certain Sawmill Bay,Sawmill Creek Shellfish Company Ltd.,Certain sawmill bay
3354,4187,Cancellation of Health Hazard Alert regarding Salmonella in Strubs ready-to-eat Danish Style Smoked Grav-Lox Atlantic Salmon,2011-11-07,Salmonella,Microbiological,Class 2,Retail,Ontario,,Foodfest International 2000 Inc.,Strubs ready-to-eat danish style smoked grav-lox atlantic salmon
3355,4183,Certain farmed mussels may contain Marine Biotoxin,2011-11-07,Marine Biotoxin,Marine Biotoxin,Class 2,Retail and Hotel/Restaurant/Institutional,British Columbia,,Whaletown Bay Oysters,Marine biotoxin
3356,4186,Certain David Roberts brand and Sysco brand pine nuts may contain Salmonella bacteria,2011-11-07,Salmonella,Microbiological,Class 1,Retail and Hotel/Restaurant/Institutional,Ontario,Certain David Roberts,David Roberts Food Corporation,Certain david roberts
3357,4182,Certain Pacific Rim Shellfish Corp. brand Mussels may contain Marine Biotoxin,2011-11-07,Marine Biotoxin,Marine Biotoxin,Class 2,"Retail, Retail","British Columbia, British Columbia",Certain Pacific Rim Shellfish Corp.,Pacific Rim Shellfish (2003) Corporation,Certain pacific rim shellfish corp.
3358,4184,Certain Gogo Quinoa Multigrains brand Crunchy Muesli may contain extraneous material,2011-11-07,Extraneous material,Extraneous Material,Class 3,Retail,"Alberta, British Columbia, Ontario, Quebec",Certain Gogo Quinoa Multigrains,Cie 2 Ameriks Inc.,Certain gogo quinoa multigrains
3359,4189,Undeclared wheat in certain All The Best Fine Foods brand Maple Pecans (Package Contains Maple Shortbread),2011-11-04,Wheat,Allergen,Class 2,Retail,Nationally,Undeclared wheat in certain All The Best Fine Foods,All The Best Fine Foods,Undeclared wheat in certain all the best fine foods
3360,4188,Undeclared milk in certain Grant Chocolatier brand products,2011-11-04,Milk,Allergen,Class 2,Retail,Quebec,Undeclared milk in certain Grant Chocolatier,Grant span lang='fr'>Chocolatier,Undeclared milk in certain grant chocolatier
3361,4191,Certain Tifco brand Queso Panela Latino Cheese may contain Listeria monocytogenes,2011-11-04,Listeria monocytogenes,Microbiological,Class 1,Retail,Ontario,Certain Tifco,3903052 Canada Inc.,Certain tifco
